,sentence
1085,특히 가계부채 한계기업 부동산PF 등 취약부문의 부실 가능성에 대비해야 한다고 강조했다.
1086,이와 함께 온라인 중개플랫폼 활성화로 제판분리가 가속화되고 업무범위 확대 등으로 금융 산업의 구조적 변화가 큰 한해가 될 것으로 예상되는 만큼 금융회사들은 다음 성장을 위한 새로운 사업모델 구축에도 힘써야 한다고 제언했다.
1087,먼저 하나금융경영연구소는 올해부터 나타나기 시작한 금융업의 업황 정체가 내년에도 이어질 것으로 예상했다.
1088,특히 가계대출은 부동산 경기 침체로 주택담보대출이 크게 둔화되고 투자수요 감소로 신용대출이 감소하면서 전년 수준에 그칠 것으로 전망했다.
1089,기업대출은 소호대출의 둔화에도 불구하고 시설자금 수요 증가로 소폭 증가할 것으로 예상했다.
1090,한편 시장금리 상승에 따라 NIM 개선은 지속되겠으나 대손비용 증가로 수익성은 하락할 것으로 예상했다.
1091,증권업은 내년에도 증시침체가 지속되면서 브로커리지 부문 부진이 계속되고 부동산 경기 침체로 IB부문 회복도 제한적일 것으로 예상했다.
1092,특히 채무보증이 급증한 부동산PF에 대한 건전성 관리가 필요하다고 제언했다.
1093,이에 따라 증권사들은 안정적인 수수료 창출을 위해 자산관리 사업을 강화할 것으로 전망했다.
1094,보험업은 경기둔화에 따른 보험 수요 위축으로 낮은 성장률이 예상되는 가운데 생명보험은 금리상승기 채권매매수익 확보의 어려움 등으로 투자손익이 정체되고 손해보험도 사회적 이동 증가에 따른 손해율 상승으로 수익성이 다소 악화될 것으로 전망했다.
1095,여전업은 경기둔화로 성장성이 정체되는 가운데 조달비용 증가로 수익성이 크게 둔화될 것으로 전망했다.
1096,경기침체로 카드결제와 리스?할부 성장이 정체되고 여전채 조달 비용 증가로 수익성도 악화될 것으로 전망했다.
1097,특히 최근 부동산PF 규모가 커진 캐피탈사의 건전성과 여전채 시장의 수급 악화에 따른 유동성 리스크도 우려되므로 대비가 필요하다고 제언했다.
1098,◆가계부채 한계기업 부동산PF 등 구조적 취약성의 표면화 우려하나금융경영연구소는 가계부채와 한계기업 부동산PF 등 저금리 시대에 누증된 취약성이 고금리에 따른 이자부담 증가와 부동산 경기 악화 등으로 표면화될 가능성이 높으므로 적극적인 리스크관리가 필요하다고 진단했다.
1099,특히 비은행업권은 취약계층과 자영업 다중채무자 지방 건설사업장 등의 부실이 우려된다.
1100,아울러 하나금융경영연구소는 내년에는 정부의 금융규제혁신정책에 따라 금융 산업의 구조개편도 가속화 될 것으로 전망했다.
1101,대출 카드에 이어 예금 보험의 플랫폼 중개가 허용되면서 빅테크와 금융회사의 경쟁이 심화됨과 동시에 금융 산업의 제판분리도 가속화될 것으로 예상했다.
1102,또한 금융회사들도 디지털 유니버셜 뱅크 관련 규제 완화에 따라 금융과 비금융을 아우르는 통합앱을 구축하고 디지털 자산 헬스케어 등 신사업에도 박차를 가할 것으로 전망했다.
1103,사내 북카페 등 독서 환경 조성 부산항만공사가 직장 내 독서환경 조성을 위해 만든 사내 북카페 모습.
1104,부산항만공사는 그동안 사내 북카페 운영 e-book 서비스 도입 등을 통해 언제 어디서나 책 읽을 수 있는 환경을 조성해 왔다.
1105,강준석 BPA 사장은 “직원들이 언제 어디서나 책을 가까이하고 책을 통해 축적한 지식을 나누며 함께 성장하는 독서문화를 인정받은 것 같아 기쁘다고 말했다.
1106,제품 서비스가 환경에 미치는 영향들을 체계적으로 관리하는 시스템을 구축한 기업에 인증을 부여한다.
1107,사업장에서 발생할 수 있는 위험을 사전 제거·예방하고 임직원 안전·건강을 지켜 최종적으로는 기업의 이익과 임직원의 안전을 체계적으로 관리하는 것을 목표로 한다.
1108,GC셀은 안전보건·환경 관리 전략과 목표를 수립하고 ‘PDCA(Plan-Do-Check-Action)’를 기반으로 수행 가능한 경영시스템을 구축했다.
1109,GC셀 박대우 대표는 “앞으로도 지속가능경영 관점에서 사회적 책임을 다하겠다고 말했다.
1110,한국NCP OECD 다국적기업 가이드라인에 따른 조정결과 발표 세종시 어진동 정부세종청사 산업통상자원부.
1111,크레인 충돌사고 예방대책 미수립 관리자들의 작업지휘 소홀 충분한 신호수 미배치 및 신호수의 감시소홀 등으로 사고가 발생했다는 이유에서다.
1112,당시 삼성중공업은 소속 반장의 업무상 주의의무 위반은 인정하지만 신호수를 충분히 배치하지 않아 발생한 사고가 아니며 작업자 업무과실이 사고원인이라는 입장을 피력해 왔다.
1113,한국NCP 위원장인 정종영 산업부 투자정책은 최종합의에 도달하지는 못했지만 피신청인인 삼성중공업 측이 한국NCP의 권고사항을 충실히 이행해 줄 것을 당부했다.
1114,군은 이번 농장 임대를 통해 청년농업인이 조기에 영농 정착을 실현할 수 있도록 시설농업 운영 경험 및 기술 등을 제공한다는 복안이다.
1115,군 관계자는 “이번 임대농장 운영을 통해 청년농업인들이 시설재배 경험을 습득하고 정착할 수 있을 것이라며 “앞으로도 청년농업인들의 조기 영농 정착을 위해 최선을 다 하겠다고 말했다.
1116,이에 따라 현장 진단과 임직원을 대상으로 한 심층 인터뷰가 실시됐고 미국의 안전관리 시스템을 참고해 발전방안과 중장기 전략과제가 도출됐다.
1117,현대차 이동석 대표는 이번 기회를 통해 회사가 나아가야 할 안전 경영 전략을 더욱 면밀히 수립할 계획이라고 말했다.
1118,롯데케미칼은 경영진 자사주 매입을 추가로 진행해 책임경영 강화에 나서기로 했다.
1119,김교현 롯데케미칼 부회장은 국제유가 상승 등의 원가 부담과 석유화학 제품 수요 둔화 등으로 불확실성이 증대되고 있다며 배터리 소재 사업 역량 집중 및 수소 시장 선점을 통한 미래 성장 기반을 구축하겠다고 말했다.
1120,com세종뉴시스 이승재 기자 앞으로 온라인쇼핑몰이나 TV홈쇼핑은 납품업자에게 판매 가격 인상을 요구하는 등 해당 업체 경영에 간섭할 수 없게 된다.
1121,표준거래계약서는 거래 당사자 사이의 분쟁을 예방하고자 공정위에서 보급하는 계약 서식이다.
1122,현실을 반영해 법 위반을 줄이고 계약서 작성 시 편의를 제공하자는 취지다.
1123,이번 개정에 따라 대규모유통업자가 거래상 지위를 부당하게 이용해 납품업자의 경영 활동에 간섭하는 행위가 금지된다.
1124,이번 개정 계약서에는 TV홈쇼핑사가 소비자 청약철회 제한 사유에 해당하는 상품을 교환·환불·반품할 경우 해당 비용을 납품업자에게 일방적으로 부담시킬 수 없다는 내용도 담겼다.
1125,이는 TV홈쇼핑사가 반품 등을 처리하는 과정에서 상품 훼손 또는 가치 감소로 청약 철회 제한 사유가 되는 경우 관련 비용을 납품업자에게 떠넘기는 것을 방지하기 위한 조치다.
1126,공정위 관계자는 온라인쇼핑업체 TV홈쇼핑업체 납품업체 및 관련 사업자단체를 대상으로 개정 표준거래계약서 사용을 적극 권장할 것이라며 공정거래협약 이행 평가에도 표준거래계약서 채택 및 활용 여부를 반영하겠다고 전했다.
1127,경영평가 지침 안내와 애로사항 청취 경영환경 개선 방안 등 논의광주 동구(청장 임택)창업지원센터는 초기 창업자에게 저렴한 임대료와 창업스쿨 경영컨설팅 등의 창업 종합서비스를 제공해 기업 하기 좋은 환경을 만들어 주고 있다.
1128,실제 동구창업지원센터는 소상공인과 예비창업자를 대상으로 주변 시세보다 절반 이상 저렴한 비용으로 임대하고 지역기업 성장을 돕기 위해 창업스쿨 맞춤형 경영컨설팅 등을 지원해 입주기업들마다 높은 만족감을 드러내고 있다.
1129,동구는 향후 창업 취·창업 종합서비스를 제공해 창업 네트워크를 조성하고 인공지능(AI) 산업에 기반한 새로운 일자리 창출을 위해 박차를 가할 계획이다.
1130,임택 동구청장은 “동구창업지원센터의 창업 종합서비스는 초기 창업자에게 든든한 조력자가 될 것이라면서 “앞으로도 현장의 다양한 목소리에 귀를 기울여 기업 하기 좋은 환경을 만들 수 있도록 최선을 다하겠다“고 말했다.
1131,독서경영 우수직장 인증제는 문화체육관광부가 주최하고 한국출판문화산업진흥원과 국가브랜드진흥원이 주관한다.
1132,BPA는 사내 북카페 운영 e-book 서비스 도입 등으로 언제 어디서나 책을 읽을 수 있는 환경을 조성해 책으로 소통하고 함께 성장하는 조직문화를 만들었다.
1133,강준석 BPA 사장은 “직원들이 언제 어디서나 책을 가까이하고 책으로 축적된 지식을 나누며 함께 성장하는 BPA만의 독서 문화를 인정받은 것 같아 기쁘게 생각한다며 “앞으로도 독서경영 조직역량 축적을 위해 더욱 노력하겠다라고 말했다.
1134,김분희 여벤협 회장(왼쪽)과 김순선 한국여성발명협회 회장이 협약식 기념사진 촬영을 하고 있다.
1135,양 기관은 이번 업무협약을 통해 ▲지식재산기반 여성 창업 활성화를 위한 창업지원사업 연계 ▲여성벤처·창업기업의 지식재산권(IP) 역량 강화와 성장지원 ▲상호 지원사업의 홍보협력을 통한 우수 지원대상 발굴 등을 추진할 예정이다.
1136,김순선 한국여성발명협회 회장은 지식재산권을 가진 여성들이 창업해 우수한 벤처기업으로 여성벤처기업이 강한 지식재산권을 바탕으로 글로벌 기업으로 성장하도록 상호 협력해 나가겠다고 말했다.
1137,김분희 여벤협 회장은 양 기관이 보유한 특장점을 바탕으로 지식재산을 기반으로 하는 여성의 기술창업을 활성화하고 여성벤처기업이 지식재산 경영 강화를 통해 새로운 경쟁력을 확보해 나가는 계기가 되길 기대한다고 밝혔다.
1138,한전원자력연료 최익수 사장(왼쪽서 다섯번째)이 협력업체 경영진들과 업무협약 체결뒤 기념촬영을 하고 있다.
1139,com *재판매 및 DB 금지사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다.
1140,기사내용 요약대한지방행정공제회 미흡→보통 주요사업 개선 평가우수 지역정보개발원·지방재정공제회 행안장관 표창 세종뉴시스 변해정 기자 행정안전부 산하기관 경영평가에서 일제강제동원피해자지원재단이 미흡 등급을 받았다.
1141,특히 대한지방행정공제회의 경우 주요 사업이 개선돼 지난해 미흡에서 보통으로 상승한 사례다.
1142,정보보안 관리 실태 환경 관리 차세대시스템 구축 기반 확보 등 경영 전반의 실적이 우수한 것으로 평가됐다.
1143,한편 이날 보고회에 참석한 산하기관들은 윤석열정부의 공공기관 혁신에 적극 동참하기로 뜻을 모았다.
1144,이상민 행안부 장관은 위기 극복과 민생 안정을 위해 새정부의 혁신 노력에 적극 동참하고 디지털플랫폼정부·지방시대·국민안전 등 행안부 소관 국정과제의 성공적 추진에도 힘을 모아달라고 당부했다.
1145,유 행장은 이날 토론에서 “ESG(환경·사회·지배구조) 중심의 사회로 나아가는 변화의 흐름에서 여성의 경영 참여 확대와 우수한 여성 인재 양성을 위해서는 경영진의 의지와 노력 그리고 이를 통한 전사적인 문화의 정착이 중요하다고 강조했다.
1146,유 행장은 한국씨티은행이 오랜 기간 양성평등기업의 모범 사례가 되고 있다고 소개했다.
1147,한국씨티은행은 단계별 여성 리더십 연수와 여성 인재 발굴 육성을 위한 핵심 인재 관리 절차 여성 인재를 대상으로 한 멘토링과 코칭 등 다양한 프로그램을 운영하고 있다.
1148,이번 포럼은 세계여성이사협회가 여성 이사 의무화를 규정한 자본시장법 개정을 계기로 제도의 정착과 성공을 위해 ‘여성의 경영 참여 확대: 기업과 사회의 전략적 선택’을 주제로 열렸다.
1149,全사업장 ‘위험성평가 우수사업장 인정’ 취득 국민과 근로자 안전 최우선 경영 한국농수산식품유통공사 본사 안전점검 현장.
1150,‘위험성평가 우수사업장 인정’은 한국산업안전보건공단이 발급하는 인증 제도로 취득을 원하는 사업장은 위험성평가를 실시하고 인정 신청서를 공단에 제출하면 공단이 위험성평가 인정기준에 따라 엄정한 심사를 거쳐 일정 수준 만족 시 인정서를 발부한다.
1151,박대우 GC셀 대표는 최근 급변하는 경제환경 속에서도 기업 가치를 제고하는 사회적 가치 창출이 기업의 생존과 성장을 위한 필수조건이 됐다며 앞으로 지속가능경영 관점에서 사회적 책임을 다할 것이라고 말했다.
1152,ESG(환경·사회·지배구조) 경영의 일환으로 KBS연예인골프단과 함께 소외계층 어린이들을 대상으로 봉사활동을 실시했다.
1153,한창은 아동복지시설인 구세군서울후생원에 방문해 가전제품과 생활용품 등을 기부했다.
1154,모인 기금은 국제문화교류재단을 통해 소아암 환우들에게 전달하고 해남군 소외계층 장학사업에 기부했다.
1155,최승환 한창 대표는 일회성이 아니라 꾸준히 사회봉사를 실천할 수 있도록 소아암 환우와 소외계층을 돕기 위한 자선골프대회를 매년 개최할 계획이라며 기업인들의 사회봉사활동과 기업이윤의 사회환원 공헌에 앞장서는 기업이 되도록 노력할 것이라고 말했다.
1156,(왼쪽부터) 강호성 CJ주식회사 경영지원대표 구창근 CJ ENM 엔터부문 신임 대표 이선정 CJ올리브영 신임 대표.
1157,당시 이재현 CJ그룹 회장은 미래 라이프스타일 기업 도약을 위한 혁신성장과 최고인재의 중요성을 강조하면서 조직문화의 근본적인 혁신을 강하게 주문했다.
1158,이번 인사에서는 중기비전의 속도감 있는 실행을 위해 계열사 최고경영자(CEO) 대부분이 유임됐다.
1159,그룹 전반의 대외환경 대응력 강화 차원에서 지주사 경영지원대표를 신설하고 CJ ENM 엔터테인먼트부문 강호성 대표를 임명했다.
1160,CJ ENM 엔터테인먼트 부문 신임 대표에는 구창근 CJ올리브영 대표가 내정됐다.
1161,공석이 된 CJ올리브영 신임 대표에는 영업본부장을 맡고 있던 이선정 경영리더가 내부 승진해 취임한다.
1162,CJ 관계자는 그룹의 미래를 위해 중기비전 중심의 혁신성장과 최고인재육성에 나설 사업가 전략가 중심의 발탁을 강화한 인사라고 설명했다.
1163,한편 CJ는 역량 있는 내부 인재의 조기발탁과 더불어 글로벌 유수 기업에서 독보적 경력을 쌓은 최고인재 영입도 적극 추진하고 있다.
1164,최근 폭스(Fox)미디어 성장전략책임자(CGO)를 지낸 정우성 경영리더가 CJ ENM 글로벌 CGO로 영입됐다.
1165,비슷한 시기 글로벌 데이터 분석 전문기업 SAS 출신의 공승현 박사가 CJ대한통운 최적화솔루션담당으로 합류했다.
1166,공단의 경영혁신 계획으로는 ▲구조개혁을 통한 조직 슬림화 ▲조직 통합과 운영혁신으로 예산절감 ▲공공시설 관리방식의 디지털 대전환 ▲공공시설의 개방과 협업을 통한 지역기업 혁신성장 지원 ▲업무 프로세스 개선을 통한 대 시민 공공 서비스 혁신이 제시됐다.
1167,또한 공단은 하수처리시설 도로 및 가로등 시설 주차시설 등에 신기술을 도입해 공공시설 관리방식의 디지털 대전환을 추진해 인력절감과 시간단축 안전사고 예방에 나선다.
1168,특히 다양한 공공시설은 지역기업 대상 혁신성장 자원으로 개방해 지역기술 혁신 플랫폼으로 활용하는 한편 시민이 공감하는 공공 서비스 혁신으로 생활 속 편리와 안전을 강화해 살기 좋은 도시 대구 조성에 박차를 가한다는 계획이다.
1169,산재지도(MAP)를 활용한 맞춤형 산재예방 정책 지원 및 활용을 위한 민·관·공 네트워크를 구축하고 스마트기술 확대를 통한 혁신적 산업안전·생활보건 관리체계를 선도하고 있다.
1170,“대·중소기업 간 상생협력을 촉진하고 노동자 복지 증진을 위해 해마다 공동근로복지기금을 지원하고 있다.
1171,“사회적 위험으로부터 일하는 삶을 보호하고 행복을 지켜주는 희망버팀목을 미션으로 정하고 핵심가치인 ‘상생을 위한 안전과 책임’을 적극 실천하고 있다.
1172,기획재정부에서 제시한 윤리경영 표준 모델에 따라 윤리경영 모니터링을 수행하고 있다.
1173,이날 추모식에는 홍라희 전 삼성미술관 리움 관장 이재용 삼성전자 부회장 이부진 호텔신라 사장 이서현 삼성복지재단 이사장 겸 삼성글로벌리서치 고문 김재열 국제빙상경기연맹 회장 등 유족이 참석했다.
1174,‘오늘 우리는 회장님을 다시 만납니다’라는 제목의 온라인 추모관에는 “당신이 그랬던 것처럼 우리도 새로운 내일을 향해 힘차게 앞으로 나아가겠다라는 내용이 담겼다.
1175,이창휘 GC셀 경영관리실장(오른쪽)이 지신명 DQS코리아 대표로부터 인증서를 수여받고 있다.
1176,GC셀은 안전보건 및 환경 관리 전략과 목표를 수립하고 PDCA(Plan-Do-Check-Action) Cycle에 기반해 체계적으로 수행할 수 있는 경영시스템을 구축함으로써 이번 인증을 획득했다.
1177,박대우 GC셀 대표는 “최근 급변하는 경제환경 속에서 회사의 기업가치를 제고하는 사회적 가치 창출이 기업의 생존과 성장을 위한 필수조건이 됐다며 “앞으로 GC셀이 지속가능경영 관점에서 사회적 책임을 다할 것이라고 말했다.
1178,황 대표는 ▲전사적인 안전진단 시행 ▲안전경영위원회 설치 ▲안전관리 인력과 역량 강화 ▲직원들의 근무환경 개선 등을 약속했다.
1179,전사적인 안전진단 시행에 대해 SPL 외 그룹 전 사업장에 대해서 고용노동부로부터 지정 받은 외부 안전진단 전문기관을 통해 산업안전보건진단을 즉각 실시할 것이라며 진단 결과를 적극 반영해 안전 관련 설비를 즉시 도입하는 등 관련 투자를 확대하고 종합적인 안전관리 개선책을 수립해 실행하겠다고 말했다.
1180,아울러 전문성을 갖춘 사외 인사와 현장직원이 참여하는 안전경영위원회를 구성해 산업안전보건에 대한 독립된 활동을 보장하고 안전보건조치 실행 및 관리감독을 강화하겠다며 전사적으로 산업안전보건 전담 인력을 확충하고 관련 조직을 확대 개편해 산업안전보건 시설안전 환경안전 등 안전관리 역량을 강화도 추진하겠다고 전했다.
1181,그는 노동조합과 긴밀하게 소통해 직원들의 작업환경을 개선하고 육체적·정신적 건강 관리 지원 등을 통해 직원들이 좀더 안전한 환경에서 근무할 수 있도록 하겠다며 우선적으로 이번 사고와 관련해 현장 직원들의 심리적 회복과 일상 복귀를 돕기 위해 상담 치유 프로그램을 지원하겠다고 밝혔다.
1182,그러면서 다시 한번 심려를 끼쳐드려 죄송하게 생각하며 안전진단을 토대로 안전관리 시스템을 강화하고 철저히 관리해 안전경영에 최선을 다할 것을 약속드린다고 덧붙였다．
1183,앞줄 왼쪽부터 김범수 센터장 최수연 네이버 대표이사 이해진 네이버 GIO 홍은택 카카오 대표이사 박성하 SK C&amp;C 대표이사.
1184,김 의장은 일괄적인 규모의 지원금 지급도 검토하겠다“면서도 어떤 피해와 유형인지에 따라서(검토하겠다)“고 말했다.
1185,이어 허 의원은 남궁훈 대표가 이번 사태를 책임지고 사임한 것을 거론하며 단기적인 전문경영인의 한계를 지적했다.
1186,허 의원은 경영에 복귀해 거대 그룹이 된 카카오를 이끌어야 할 책임이 있다는 여론에 대해서는 어떤 입장인가“라고 질의했다.
1187,김 의장은 창업자로서 지금 사태를 엄중하게 인식하고 있고 개인적으로 할 수 있는 모든 부분에 대해서 최선을 다하겠다“며 하지만 지금은 약간 전문적인 영역에서 시스템적인 부분으로 처리하고 있어 저보다 훨씬 더 역량을 나타낼 것“이라고 설명했다.
1188,이어 제가 어쨌든 무엇인가를 한다는 거에 대해서는 아직은 생각하지 않고 있다고 말했다．
1189,추모식에는 홍라희 전 삼성미술관 리움 관장을 비롯해 이재용 삼성전자 부회장 이부진 호텔신라 사장 이서현 삼성복지재단 이사장 겸 삼성글로벌리서치 고문 김재열 국제빙상경기연맹 회장 등이 참석했다.
1190,초청강연에서는 이승재 영화평론가가 천 만 영화로 배우는 소통과 공감이라는 주제로 고도화 되어가는 시대에 점차 단절되는 시대와 이를 극복하기 위한 다양한 소통의 기술에 대한 강의를 진행했다.
1191,세미나실에서는 여성경제인 경영애로 데스크 상담과 일자리 매칭 상담이 진행됐다.
1192,왼쪽부터 강호성 CJ주식회사 경영지원대표 구창근 CJ ENM 엔터부문 신임 대표 이선정 CJ올리브영 신임 대표.
1193,사진 CJ CJ그룹이 대외 환경 대응력을 강화하는 차원에서 지주사 경영지원대표를 신설하고 강호성 CJ ENM 엔터테인먼트 부문 대표를 선임했다.
1194,구창근 CJ올리브영 대표는 CJ ENM 엔터테인먼트 부문 대표로 이동했다.
1195,CJ 측은 이 실장에 대해 “올해 미주 중심의 글로벌 성장과 식물성 식품 사업 본격 론칭 등 신사업에서 보여준 성과를 기반으로 글로벌 식품사업 전반의 전략을 관장하게 됐다고 선임 배경을 설명했다.
1196,이 회장의 장녀인 이경후 경영리더는 현 보직 그대로 CJ ENM 브랜드전략담당을 유지한다.
1197,최근 폭스미디어 성장전략책임자(CGO)를 지낸 정우성 경영리더가 CJ ENM 글로벌 CGO로 영입됐다.
1198,또 글로벌 데이터 분석 전문기업 SAS 출신의 공승현 박사가 CJ대한통운 최적화 솔루션담당으로 합류했다.
1199,당시 이 회장은 미래 라이프스타일 기업 도약을 위한 혁신 성장과 최고 인재의 중요성을 강조하면서 조직문화의 근본적인 혁신을 주문했다.
1200,이번에도 경영진 자사주 매입을 추가적으로 진행해 책임경영 강화 및 주주가치 향상을 추진한다고 회사 측은 설명했다.
1201,김 부회장은 “국제유가 상승 등의 원가 부담과 석유화학 제품 수요 둔화 등으로 불확실성이 증대되고 있지만 배터리 소재 사업 역량 집중 및 수소 시장 선점을 통한 미래 성장 기반 구축 고부가 소재사업 적극 진출로 주주 및 이해관계자에게 굳건한 신뢰 회복과 기업 가치를 향상시켜 나가겠다고 했다.
1202,CJ ENM 엔터테인먼트 부문 신임 대표에는 구창근 CJ올리브영 대표가 내정됐다.
1203,CJ 측은 “이 리더는 미국 슈완스 법인과 CJ 푸드법인을 성공적으로 통합한 성과 등을 인정받았다고 밝혔다.
1204,◇CJ제일제당 ＜승진＞ ▽경영리더 김민태 김중현 임동혁 임희정 신혜원 고영주 김지훈 강원철 한준봉 이지은 윤태상 오재우 백민지 이재호 김유상 ◇CJ대한통운 ＜승진＞ ▽경영리더 김권웅 최은성 황규성 엄상용 김웅기 정성우 곽재만 ◇CJ ENM ＜승진＞ ▽경영리더 옥영주 고경범 황상묵 조성철 홍준기 박성배 ◇CJ올리브영 ＜승진＞ ▽경영리더 김환 이연주 ◇CJ CGV ＜승진＞ ▽경영리더 조진호 배승호 ◇CJ올리브네트웍스 ＜승진＞ ▽경영리더 신정호 장영동 ◇CJ푸드빌 ＜승진＞ ▽경영리더 변희성 ◇일본지역본부 ＜승진＞ ▽경영리더 이재영 ◇CJ㈜ ＜승진＞ ▽경영리더 곽경민 장지민 곽윤영 신대철 이준현 김서우 이현창 김이지
1205,유연철 UNGC 한국협회 사무총장은 “수협은행의 이니셔티브 참여를 환영하며 ESG기반 세계 경제 패러다임에 동참해 유엔의 지속가능발전목표(SDGs) 달성에 힘써달라고 말했다.
1206,김진균 수협은행장은 “유엔글로벌콤팩트 가입을 계기로 글로벌 수준의 ESG경영 경쟁력을 제고하고 기업의 환경·사회적 책임을 다할 것이라고 가입 소감을 밝혔다.
1207,사진 제공JDC서울경제 제주국제자유도시개발센터(JDC)에는 ‘북토피아’라고 부르는 독서 전용 사이트가 있다.
1208,이후 부서별 활동 보고서를 제출하고 독서활동 인센티브를 부여하는 방식이다.
1209,지역사회와 나눔 활동으로는 ‘새마을 작은 도서관’ 개관을 통해 공공임대주택 입주민 및 지역사회 주민을 위한 도서 대여를 활성화하고 있다.
1210,전사적 전략과 인적자원개발(HRD)에 연계된 독서경영 비전과 목표를 수립해 체계적으로 시행하고 있다는 평가다.
1211,박 이사장은 이날 여의도 중소기업중앙회에서 기자간담회를 열고 자금공급과 만기연장 부실·연체 관리를 강화해 소상공인의 경영 부담을 덜고 선제적인 부실 관리에 나서겠다고 말했다.
1212,박 이사장은 정책 집행기관이지만 현장에 답이 있다는 생각으로 현장에서 정책 개선 사항을 찾으려 노력하고 있다며 맞춤형 지원과 공단 혁신을 통해 소상공인과 전통시장이 체감할 수 있는 정책을 추진해 나가겠다고 밝혔다.
1213,이를 위해 디지털을 활용한 혁신 소상공인 육성을 위해 스마트상점·공방을 지원하고 소상공인의 자생력 강화를 위해 온누리상품권 결제 수단 등을 확대하겠다고 말했다.
1214,그는 장인정신을 갖춘 우수 소공인도 지속 지원해 소공인 특화 지원센터 서비스 품질 향상 온라인 기획전 아마존 등 국내외 온·오프라인 판로개척 지원 안전사고 예방과 작업능률 향상을 위한 클린 제조환경 조성에 힘쓸 것이라고 말했다.
1215,한편 박 이사장은 대전 중구 본사를 유성구로 이전하는 안에 대해선 직원들 여건을 보면 필요하지만 상황이 복잡해 똑떨어지게 말할 상황이 아니다며 지혜를 모아 궁리해 보겠다고 말했다.
1216,법조인 출신→CJ법무실장→CJ ENM 대표이사 이력 강호성 CJ 경영지원대표.
1217,이번 인사에서 눈에 띄는 부분은 대외환경 대응력 강화 차원에서 지주사 경영지원 대표를 신설한 것이다.
1218,CJ그룹은 이날 지주사 경영지원대표로 강호성 CJ ENM 엔터테인먼트부문 대표를 임명했다.
1219,CJ그룹은 지주사 경영지원대표직을 신설해 내부 경영과 대외환경 관리를 세분화해 전문성을 강화했다.
1220,검찰 출신인 강호성 대표는 검사와 변호사를 거쳐 CJ E&amp;M 전략추진실 부사장 CJ그룹 법무실장(부사장) CJ그룹 법무실장(총괄부사장) CJ ENM 대표이사를 역임했다.
1221,CJ그룹이 대외환경 대응을 강화하기 위한 적임자로 강 대표를 선택한 데엔 윤석열 대통령과 친분도 작용했을 것이란 분석이다.
1222,앞서 윤 대통령의 tvN 유 퀴즈 온 더 블럭 출연 당시 강 대표와 인연이 작용한 것 아니냐는 논란이 불거지기도 했다.
1223,부회장 시절부터 강조해 온 ‘상생 경영’을 대내외에 선언하는 행보로 풀이된다.
1224,이 회장은 평소 “국내 중소기업과 상생하는 산업 생태계를 조성하겠다고 밝혀왔다.
1225,해외 생산법인에서도 첨단 제조기술 벤치마킹을 할 정도로 첨단 금형 설비와 기술력을 갖춘 곳으로 꼽힌다.
1226,이 회장은 이곳에서 글로벌 수요 위축에 대비해 가전 사업 전략을 점검할 예정이다.
1227,이후 삼성전자와 협력하면서 가전 기술 경쟁력을 높여 온 협력업체를 방문할 것으로 전해졌다.
1228,삼성 관계자는 “이 회장이 평소 중요하게 꼽는 키워드 중 하나가 상생이라며 “회장 취임 후 상생 및 동행 기조를 강화할 것으로 관측된다고 말했다.
1229,파이낸셜뉴스 박차훈 새마을금고중앙회 회장(오른쪽)이 이니아 세루이라뚜 피지 농어촌개발부 장관과 함께 기념촬영 하고 있다.
1230,국제개발협력사업은‘글로벌MG의 대표 사업으로 새마을금고 플랫폼을 개발도상국에 전파해 빈곤 극복과 금융사각지대 해소를 목표로 한다.
1231,특히 저축장려운동과 금융교육 등을 통해 지역사회 기초자본 형성을 이끌고 있으며 각종 교육 및 빈곤구제활동을 통해 전파 대상국의 삶의 질 향상에 기여하고 있다.
1232,박차훈 새마을금고중앙회장은 “국제개발협력사업은 새마을금고 ESG경영의 핵심 사회공헌 사업이라고 강조하고“새마을금고가 개발도상국에서 성공적인 금융포용 플랫폼으로 자리잡을 수 있도록 하겠다고 밝혔다.
1233,/사진SK SK그룹 최고경영자(CEO)들이 지정학 위기 등으로 불확실성이 커진 경영환경에 대처하기 위한 방안을 논의했다.
1234,이들은 각 사가 추진해 온 경영시스템 혁신 작업 등을 가속해 생존을 넘어 지속 가능한 성장 및 기업가치 창출 기반을 마련하는 데도 뜻을 모았다.
1235,이번 세미나에서 CEO들은 외부 전문가들과 함께 우크라이나 전쟁 등 지정학 위기와 인플레이션 금리 환율 등 거시경제 지표들을 점검하고 각 요인이 국내외 경제에 미칠 영향과 대비책에 대해 의견을 나눴다.
1236,이우위직 이환위리는 다른 길을 찾음으로써 유리한 위치를 선점하고 고난을 극복해 기회로 삼는다는 의미다.
1237,그는 경영환경 불확실성이 커질수록 데이터(Data) 기반의 경영전략 실행이 중요해질 것이라고 진단하고 데이터를 다루는 각 사 최고재무책임자(CFO)의 역할을 강조했다.
1238,이어 앞으로 지정학적 긴장 등 거시 환경의 위기 요인이 증가할 가능성도 염두에 둬야 한다며 각 사별로 연말까지 다양한 시나리오에 대비한 전략을 수립하도록 주문했다.
1239,OECD 다국적기업 가이드라인은 다국적기업의 책임경영을 권장하기 위해 제정된 지침으로 법적 구속력은 없다.
