,sentence
4981,/사진유튜브 채널 차린 건 쥐뿔도 없지만진은 사실 인생에 있어서 저랑 BTS 팬들을 제외하고는 다른 것에 흥미가 없다.
4982,제가 먹는 술이 몇 도인지 정확한 가격도 모른다고 소탈한 면모를 내비쳤다.
4983,이를 들은 이영지가 이 일을 하는 데 있어서 진정성이 느껴진다고 하자 진은 그건 맞다.
4984,내가 이 일 때문에 인간관계도 죄다 파탄나고 박살이 났다고 너스레를 떨어 웃음을 자아냈다.
4985,진은 자꾸 술을 권하는 이영지에게 제가 분명히 사전 인터뷰에서 주량이 소주 한 병이라고 말을 했는데라며 실소를 터트렸다.
4986,이어 (방탄소년단이) 대한민국 문화 발전에 이바지 해줘서 너무 고맙다며 미소를 지었다.
4987,이에 진은 제가 한 게 아니라 우리 멤버들이 한 것이라며 그만큼 잃을 것도 있다고 생각한다.
4988,사람들이 나를 보고 싶다고 해서 많은 걸 보여주면 보기 싫은 모습도 보여주게 된다고 생각한다.
4989,우리가 잘 나가는 이유 중 하나가 멤버들끼리 원하는 게 있어도 서로 양보한다.
4990,국방부 한류 기여 등 고려해 복무 중 국내외 공연참여 방안 강구 할 듯 그룹 방탄소년단 진.
4991,소속사는 이날 공시에서 진 이달 말 입영 연기 취소를 신청할 것이라고 밝혔다.
4992,병무청에 따르면 입영 연기자가 연기 기간이 끝나기 전에 군대에 가고자 하면 병무청에 입영 연기 취소원을 제출해야 한다.
4993,진이 입영 연기 취소원을 제출하면 병무청은 입영 희망자의 입영 계획 군의 소요 입영 대기 인원에 따라 입영 시기를 결정해 진에게 입영통지서를 보내게 된다.
4994,이 경우 진은 연내에 논산훈련소 또는 일선 부대 신병교육대에 현역병으로 입대하게 된다.
4995,병무 당국은 BTS의 군 복무 계획 발표에 대해 직접적인 입장 표명을 삼갔지만 BTS 측이 먼저 진의 입대 결정을 밝혀 부담을 덜었다는 분위기다.
4996,하이브 제공 그동안 국방부와 병무청은 정치권 등으로부터 BTS에 병역 특례를 부여해야 한다는 압박을 받았다.
4997,이런 압박에도 국방부와 병무청은 BTS가 군 복무를 하는 것이 타당하다는 원칙론을 고수했다.
4998,병역법 시행령에 포함되지 않은 분야를 국민적인 의견 수렴 절차 없이 ‘끼워넣기식’으로 급하게 행정을 처리할 경우 형평·공정성 논란을 불러올 것을 우려했기 때문이다.
4999,현행 병역법은 대통령령으로 정하는 예술·체육 분야 특기를 가진 사람으로서 문체부 장관이 추천한 사람을 예술·체육요원으로 편입할 수 있도록 규정한다.
5000,그러나 병역법 시행령에는 예술·체육 분야 특기로 ‘대중문화’는 포함되지 않아 국위 선양을 하는 대중문화예술인에 대한 형평성 문제가 제기돼 왔다.
5001,이번 협업은 국내외 두터운 팬층을 보유한 방탄소년단과 함께 세계박람회 개최 후보 도시로서 부산의 문화 경쟁력을 알리고 방탄소년단과 로봇의 만남을 통해 현대자동차의 미래 로보틱스 비전을 널리 알리기 위한 차원에서 이뤄졌다.
5002,이어 영상 속 부산으로 향했던 스팟이 실제 콘서트장에 깜짝 등장해 관객들에게 놀라움을 선사했다.
5003,스팟은 방탄소년단 멤버들을 대기실에서 무대까지 에스코트하며 현장에 열기를 더했다.
5004,부스 내에는 지속가능한 세상이라는 큰 목표(Goal)를 향해 나아간다는 콘셉트의 ‘세기의 골’ 캠페인을 위해 연대한 ‘팀 센츄리(Team Century)’의 멤버로서 방탄소년단이 실제 입었던 자필 사인 티셔츠를 전시했다.
5005,또 처음부터 장소나 상황이 상황인 만큼 축제나 페스티벌 느낌이 강하게 들 수 있도록 기획했다며 우여곡절도 많았다고 덧붙였다.
5006,그는 어쩌면 실 가창이 마지막이 될 수도 있는 아주 오랜만에 부르는 곡도 포함돼 있다고 적었다.
5007,이어 애초에 이런 포맷의 오프라인 공연이 처음인 데다 또 아주 간만이기 때문에 록 페스티벌이나 DJ 페스티벌의 느낌으로 처음부터 끝까지 손들고 따라부르며 그저 행복하게 축제처럼 즐겨주시면 감개무량하겠다며 그런 느낌이 우리의 의도에도 가장 부합한다고 설명했다.
5008,RM은 방탄은 공연이니 최선과 최고의 모습을 보여드릴 수 있도록 해보겠다며 내일 뵙겠다고 전 세계 팬들에게 인사를 건넸다.
5009,방탄소년단(BTS) 멤버들의 입대 계획을 밝히며 오랜 기간 끌어온 군입대 문제에 종지부를 찍자 이날 주가는 오랜만에 강한 반등세를 보였다.
5010,이를 두고 증권가는 하이브를 둘러싼 최대 불확실성이 해소됐다고 입을 모았다.
5011,물론 캐시카우인 BTS가 공백기를 가지면서 실적 타격은 불가피하지만 BTS 외에 보유한 세븐틴 투모로우바이투게터(TXT) 등 다른 아티스트로 수익을 창출할 수 있다고 봤다.
5012,걸그룹 뉴진스(New Jeans)실제 하이브 역시 주주서한에서 하이브가 지금까지 이뤄왔던 성장을 계속 이어 나갈 수 있을 것인지에 대한 투자자분들의 우려가 있다는 점도 충분히 이해한다며 이러한 상황이 언젠가는 찾아올 것에 대비해 오래전부터 이를 준비해오고 있었다고 강조했다.
5013,최근에는 웹예능 크크루삥뽕을 통해 MZ세대들과 격없이 소통하는 친화력을 보여주며 MZ세대들의 원픽으로 떠올랐다.
5014,김용명 씨는 MZ세대들이 많이 알아본다라고 자신의 인기를 자랑하면서 MZ세대에게 사랑받는 비결을 살짝 귀띔한다.
5015,특히 그는 BTS 정국의 생일카페를 방문한 일화를 전격 공개해 이목을 집중시킨다.
5016,이후 정국이 생일카페를 방문한 김용명 씨를 언급했다고 해 궁금증을 자아낸다.
5017,이어 김용명 씨는 숨만 쉬어도 짤이 탄생하는 핫한 짤 생성기로 떠오르고 있다며 셀프 소개해 눈길을 사로잡는다.
5018,높은 인기 때문에 심지어 이것까지 실거래로 이어지고 있다고 밝혀 호기심을 자극한다.
5019,그러면서 김용명 씨는 연예계 재테크 고수라고 말한 뒤 본인만의 꿀팁을 방출할 예정이다.
5020,사진MBC* YTN star에서는 연예인 및 연예계 종사자들과 관련된 제보를 받습니다.
5021,이날 방송에서는 방시혁 의장의 저작권료부터 하이브 사옥의 임차료 등에 대해 밝혔다.
5022,봉수대는 필요에 따라 신호를 할 때 밤에는 불빛으로 낮에는 연기로 신호를 알린다.
5023,특히 부산시 소통 캐릭터 케이팝 부기와 저스트절크 부기로 변신 관람객들의 시선을 끌 예정이다.
5024,홍보부스에 있는 부기와 찍은 사진을 개인 누리소통망(SNS)에 올리면 추첨을 통해 기념품도 제공한다.
5025,RM은 단 한 번의 특별한 공연을 위해 열심히 준비했다라며 재미있는 무대도 있을 예정이고 오랜만에 부르는 곡들도 있다.
5026,진은 오랜만의 콘서트여서 심장이 불타고 있다라며 모두가 아시는 곡으로 준비했으니 즐겁게 봐 주시면 좋겠다.
5027,여러분들의 함성을 들을 생각에 설렌다라며 페스티벌 형식의 자유로운 공연인 만큼 관객분들도 모든 것을 내려놓고 즐겨 주시기를 바란다라고 전했다.
5028,잘 해야 한다는 부담과 긴장감도 있지만 많은 분들과 즐기고 오자라는 자세로 있는 그대로의 에너지를 다 보여 드릴 예정이니 즐겨 주시면 고맙겠다라며 일곱 명의 에너지를 고스란히 전달하는 것이 이번 공연의 포인트이고 다양한 모습을 많이 준비했으니 기대해 달라라고 말했다.
5029,지민은 설레기도 하고 긴장도 되지만 열심히 준비한 만큼 빨리 공연을 보여 드리고 싶다.
5030,뷔는 전 세계에서 함께하는 관객분들을 위해 저희의 모든 것을 쏟아부어 멋진 공연을 만들겠다라고 말했고 정국은 오랜만의 공연이라 긴장되고 설렌다.
5031,후회 없는 공연을 만들고 싶고 공연을 관람하는 모든 분들이 좋은 기운을 받아 가시면 좋겠다.
5032,LIVE PLAY(라이브 플레이)를 통해 부산 국제여객터미널 야외주차장과 해운대 특설무대에서 대형 스크린으로 감상 가능하다.
5033,현행 규정상 진 기준으로 올해 연말까지는 입대 연기가 보장돼 있음에도 이보다 앞서 자체 철회한 것은 떠밀린 입대가 아닌 자신의 선택과 결단임을 강조한 것으로도 풀이된다.
5034,재판매 및 DB 금지 때 되면 간다 그간 계속 강조…먼저 약속 지킨 모양새 방탄소년단은 그동안 입대 이슈와 관련해 때가 되면 알아서 갈 것이라는 입장을 시종일관 유지해왔다.
5035,그러나 가수 본인의 의사와는 무관하게 대중음악계를 중심으로 대체복무를 도입해야 한다는 의견이 수면 위로 떠 오르고 일부 국회의원이 이에 동조해 불확실성이 증폭되면서 심적 고민을 겪어온 것으로 보인다.
5036,재판매 및 DB 금지 가요계에서는 전 국민이 자신들의 입대 여부를 두고 설왕설래하는 것을 두고 멤버들이 부담감을 느꼈을 수도 있다는 관측이 나온다.
5037,그렇지만 진은 이 같은 찬반양론과 무관하게 자신의 약속대로 병역 의무를 이행하는 결단을 내렸다.
5038,재판매 및 DB 금지 장수 그룹 위한 포석…솔로 음악 역량도 분출 일석이조 진과 멤버들이 이 같은 결정을 내린 데에는 그룹을 오래 유지하기 위한 밑그림일 수도 있다는 분석도 나온다.
5039,그렇기에 더욱이 진이 빨리 스타트를 끊어야 일곱 멤버 전부 병역의 의무를 마치고 그룹 방탄소년단으로 돌아올 수 있다는 계산이 나온다.
5040,또 방탄소년단이 아닌 대한민국의 평범한 한 국민으로 돌아가는 복무 경험은 훗날 음악 활동 재개를 위한 훌륭한 자양분이 될 수도 있다.
5041,RM 지민 뷔 정국 슈가 등 나머지 멤버들도 각자 음반 작업에 집중할 것으로 보인다.
5042,이밖에 각 멤버들은 베니 블랑코·스툽독 찰리 푸스를 비롯해 크러쉬 바밍 타이거 등의 곡에 피처링으로 참여하며 다양한 활동을 펼치고 있다.
5043,방탄소년단의 이번 입대 결정과 함께 멤버들은 개별 활동에 더욱 박차를 가할 전망이다.
5044,임진모 평론가는 입영 연기를 철회하고 신속하게 입대 결정을 하겠다는 건 잘 결정했다고 본다라며 현재 가장 잘 나가는 K팝 그룹이 시대의 공정 공평 분위기에 맞춰서 입대를 결정한 게 현명했다고 밝혔다.
5045,임 평론가는 멤버들의 나이가 차례로 걸쳐 있어 당분간 완전체 활동은 어려울 것이고 이에 대한 우려의 목소리도 있지만 멤버들이 활동을 지속해 나가면 K팝 인프라의 꼭짓점에서 잘 버텨줄 수 있을 것으로 본다라며 하이브 측에서도 후속 조치를 잘 마련했으면 좋겠다고 말했다.
5046,현행 병역법은 대통령령으로 정하는 예술·체육 분야 특기를 가진 사람으로서 문화체육관광부 장관이 추천한 사람을 예술·체육요원으로 편입할 수 있도록 규정하고 있다.
5047,그러나 방탄소년단과 같은 대중문화 예술인에 대해선 이 같은 자격 기준이 없다.
5048,이에 대중문화계를 중심으로 국위선양을 한 K팝 아이돌 등 연예인 등에도 병역특례를 부여할 수 있는 법적 기준이 마련돼야 한다는 주장도 지속적으로 나오고 있었다.
5049,이 가운데 입대를 스스로 선택하면서 방탄소년단은 이제 군필 매력까지 갖추게 될 예정이다.
5050,국내외 팬덤인 아미는 방탄소년단의 입영 결정에 돌아올 때까지 기다리겠다며 지지 의사를 보내고 있어 방탄소년단의 병역 의무 이행 후 완전체 활동도 벌써부터 기대를 갖게 만들고 있다.
5051,이 모자의 상태로 A씨는 BTS 정국이 직접 썼던 벙거지 모자로 꽤 사용감이 있는 상태라며 돈 주고도 구할 수 없는 물건이라고 강조했다.
5052,이와 함께 그는 세계적으로 유명한 가수이기에 소장가치는 더욱 올라갈 것으로 예상한다며 택배 거래만 가능.
5053,/사진온라인 커뮤니티 /사진온라인 커뮤니티A씨는 자신의 신분을 입증하기 위해 외교부 공무직원증 사진을 첨부하기도 했다.
5054,또 A씨가 공무직원이 맞을 경우에도 아닐 경우에도 황당한 방식의 판매 행위가 문제로 떠오른다.
5055,진짜 이 모자가 판매 됐는지 판매자가 자체적으로 판매 완료 상태로 돌린 것인지 확인되진 않고 있다.
5056,글로벌 팝스타 ‘저스틴 비버(Justin Bieber)’ ‘제인 말리크(Zayn Malik)’ 등을 누르고 전세계 인스타그램에서 가장 압도적인 영향력을 발휘하는 남자 가수에 등극한 것.
5057,자신이 외교부 공무직원이라고 밝힌 한 네티즌이 그룹 방탄소년단(BTS) 멤버 정국이 착용했던 모자라며 중고거래 사이트에 판매글을 올렸다 각종 논란이 일자 삭제했다.
5058,그러면서 BTS 정국이 직접 썼던 벙거지 모자로 꽤 사용감이 있는 상태라며 돈 주고도 구할 수 없는 물건이라고 말했다.
5059,이어 A씨는 세계적으로 유명한 가수이기에 소장 가치는 더욱 올라갈 것으로 예상된다며 미래에는 현재 가격 이상의 가치가 있다고 생각해 가격 조정은 안 한다고 덧붙였다.
5060,다만 A씨가 올린 모자가 실제 정국이 착용한 것인지 진위는 확인되지 않았다.
5061,해당 게시글이 올라오자 모자에 대한 A씨의 소유권에 대한 의문과 항의가 이어졌다.
5062,외교부 관계자는 해당 논란과 관련해 BTS 멤버들이 지난해 유엔총회 참석차 여권 발급을 위해 외교부 여권과를 방문하긴 했지만 당시 분실물 기록 대장에는 등록된 바가 없다고 말했다.
5063,이어 그때 정국이 모자를 놓고 간 것이 맞는지 과연 그 모자가 BTS 정국의 모자인지 게시글을 올린 직원이 과연 외교부 직원인지 퇴직자는 아닌지 등 구체적인 사항이 확인되지 않았다고 말했다
5064,입대 시기가 다가온 이들은 믿음을 강조하며 팬들의 사랑이 있는 한 변함없이 노래하겠다고 다짐했다.
5065,강렬한 곡의 분위기에 맞게 시작부터 거친 퍼포먼스를 쏟아낸 멤버들은 이어 달려라 방탄 런(RUN)까지 소화하며 공연의 열기를 뜨겁게 달궜다.
5066,오프닝 무대를 마친 후 뷔는 오랜만의 함성 콘서트다라며 감격하는 모습을 보였다.
5067,부산이 고향인 정국은 부산이라고 크게 외치고는 부산에 살았다 아이가라고 말하며 환하게 웃었다.
5068,뷔는 지민과 정국을 바라보며 오늘 공연이 특히 더 설렜을 것 같다고 말했다.
5069,지민 역시 이렇게 여러분들을 만나 뵙는 것도 영광이고 행복한데 고향으로 모실 수 있다는 게 설레고 이상한 기분이 든다.
5070,슈가는 이번 공연에 대해 방탄소년과 함께하는 페스티벌 같은 느낌이 든다고 소개했다.
5071,조금 날씨가 쌀쌀해지고 있는데 이 선선한 공기를 제대로 뜨겁게 만들자고 말하며 본격적인 공연의 시작을 알렸다.
5072,그룹 방탄소년단 /사진빅히트뮤직 제공 그룹 방탄소년단 /사진빅히트뮤직 제공 그룹 방탄소년단 /사진빅히트뮤직 제공방탄소년단은 세이브 미(Save Me)를 선보인 데 이어 다채로운 유닛 무대로 팬들을 호응을 끌어냈다.
5073,히트곡 다이너마이트(Dynamite) 작은 것들을 위한 시 버터(Butter) 무대에서는 전주가 흘러나오는 순간부터 열화와 같은 뜨거운 함성이 쏟아졌다.
5074,부산을 키워드로 넣어 센스 있게 개사한 마 시티(Ma city)도 돋보였다.
5075,폭발적인 에너지의 가창과 퍼포먼스로 중무장한 쩔어 불타오르네 아이돌 무대를 통해서는 K팝 대표 그룹인 방탄소년단의 저력을 다시금 확인할 수 있었다.
5076,특히 국악을 접목해 한국적인 매력을 강조한 아이돌을 부를 땐 무대 양옆 끝에 북청사자놀이의 사자탈을 설치해 신나는 곡의 분위기를 한층 살렸다.
5077,공연이 끝을 향해 달려가자 방탄소년단은 영 포에버(Young Forever)와 포 유스(For Youth)로 감미로운 보컬을 선사했다.
5078,제이홉은 부산에서 하는 공연의 마지막 멘트 한 마디 한 마디가 의미가 있을 것 같다.
5079,난 솔로도 먼저 해봤는데 여섯 멤버의 빈자리들을 느끼면서 확실히 난 여섯 멤버가 있었을 때 활기가 돌고 에너지가 생긴다고 느꼈다.
5080,보는 분들을 조금이나마 재밌게 해드리기 위해 준비한 공연이라 속이 후련한 느낌이 든다고 덧붙였다.
5081,방탄소년단 멤버들도 아미 분들도 하나 된 믿음으로 미래를 그려볼 시기가 아닌가 하는 생각이 든다며 공연에 와 준 팬들을 향해 고마운 마음을 전했다.
5082,이어 역시 우리는 여러분들과 함께 있을 때 가장 우리답고 의미가 있는 것 같다.
5083,그룹 방탄소년단 /사진빅히트뮤직 제공RM은 처음 하는 스탠딩이라 미흡한 부분도 있었다.
5084,원래 무대 아래로도 내려가서 (객석을) 돌고 싶었는데 안전상의 이유로 하지 못해서 송구하다는 말씀드린다고 말문을 열었다.
5085,그러면서 팬들을 향해 제가 많은 말을 하지 않더라도 여러분들은 알고 있을 거라 생각한다.
5086,방탄소년단 일곱 명의 마음이 같고 여러분들이 우리를 믿어준다면 앞으로 어떤 일이 있더라도 굳건히 이어 나가고 행복하게 공연하고 음악을 만들 테니 부디 믿음을 가져주시길 바란다고 말했다.
5087,현행 병역법대로라면 내년 입대해야 하는 진은 오늘 공연을 하면서 아주 많은 생각과 감정이 들더라.
5088,앞으로 또 콘서트를 언제 하게 될까 다시 이런 콘서트를 할 수 있겠지라는 생각에 지금 이 감정을 많이 담아둬야겠다고 생각했다고 고백했다.
5089,진은 거창한 건 아니고 싱글이라면서 내가 굉장히 좋아하는 분과 인연이 맞닿게 돼 노래를 하나 내게 됐다고 알렸다.
5090,앞서 개최 장소부터 공연 비용 등과 관련해 논란이 불거지고 정치권에서도 자신들이 여러 차례 언급된 것을 말한 것.
5091,그는 지나간 건 지나간 거고 과거는 과거일 뿐이니까 오늘 좋은 추억을 만들었다는 게 더 중요한 것 같다고 했다.
5092,이어 유닛 곡 빼고는 다 활동 곡인데 주마등처럼 (지난 시간이) 흘러가더라.
5093,부산까지 와서 여러분들을 만날 수 있어서 속이 후련하고 함성을 들을 수 있어서 후련하다.
5094,끝으로 뷔는 우리가 단체 회식 때 눈물을 흘리면서 단체 활동을 중단하고 개인 활동을 시작한다고 했는데 또 이렇게 단체로 활동하게 됐다고 운을 뗐다.
5095,이번 콘서트가 일회성이지만 정말 많은 준비를 했다며 보라한다고 팬들을 향한 애정을 드러냈다.
5096,마지막으로 방탄소년단은 옛 투 컴(Yet To Come)을 부르며 공연을 마무리했다.
5097,방탄소년단 멤버 진 씨가 영국 밴드 콜드플레이와 협업할 것인지 관심이 쏠린다.
5098,진 씨는 제가 제이홉 다음으로 두번째로 앨범을 내게 됐다라고 깜짝 발표하며 거창한 앨범은 아니고 싱글이다.
5099,사진오센* YTN star에서는 연예인 및 연예계 종사자들과 관련된 제보를 받습니다.
5100,더불어민주당은 이기식 병무청장을 향해 BTS의 국위선양을 이유를 들면서 병역 특례 적용해야 한다고 촉구했다.
5101,국민의힘은 병무청에서 구체적 자료를 토대로 신중하게 접근해 판단해달라고 했다.
5102,그걸 왜 무시하고 군대를 보내서 BTS를 해산시키려고 하느냐는 시각이 있다는 걸 잊지 말아야 한다고 꼬집었다.
5103,그런 부분에 대해 정확하게 보면서 BTS가 갖고 있는 국가적인 위력에 대해서는 왜 눈을 감고 없애려고 하느냐는 거느냐고 지적했다.
5104,특히 대체복무에 대해서 전반적인 재설계가 필요하다고 보는데 종감 전까지 전반적인 재설계 검토를 하셔서 보고를 바란다고 당부했다.
5105,군인 출신인 한기호·신원식 의원은 BTS 멤버들 또한 입대해야 한다고 주장했다.
5106,임병헌 의원은 BTS가 가져오는 경제적 파급효과 국위선양을 우선할 것인지 아니면 BTS에 병역의무를 수행하게 하기 위해서 우리 사회의 공정성과 형평성을 알릴 것일지 결정이 중요한 거 아니겠느냐고 지적했다.
5107,그러면서 병무청에서 객관적인 연구를 통해서 어느 것이 실익이 큰지 구체적인 자료를 좀 갖고 설득력 있는 의견을 내야 하지 않겠나.
5108,김기현 의원 역시 BTS 병역특례에 찬성하는 (여론조사) 비율이 더 많이 나오긴 하지만 공정성과 현역 군인들의 사기 등 측면에서 바람직한지 반론이 있다며 찬성론에도 일리는 있지만 반론에 더 비중을 두고 봐야 하지 않나 생각한다고 했다.
5109,한기호 의원은 BTS 멤버 병역 특례가 헌법 정신에 위배된다는 점 BTS 멤버들이 이미 징집 연령 연기를 했다는 점을 지적했다.
5110,특정인을 위해서 법을 고친다면 그야말로 설법이라고 할 수밖에 없다면서 청년들이나 군대 갔다 온 젊은 사람들에게 역차별 되지 않도록 하기를 바라고 있다고 꼬집었다.
5111,대중문화 예술인으로서 국위선양을 얼마나 기여했는지 어떻게 측정하느냐면서 BTS 입대가 주는 의미는 오히려 한국의 위상을 높일 수 있다.
5112,대한민국 안보를 지키기 위해서 BTS도 군대 가는구나 저런 나라를 건드릴 수 있겠느냐고 할 수 있다고 비판했다.
5113,신 의원은 군대를 꼭 안 가고 피아노 연습을 더 해야 훌륭한 문화예술인이 되느냐면서 엘비스 프레슬리도 군대를 갔다왔다.
5114,순수예술은 (병역 대체복무가) 되고 왜 팝 음악은 안 되는 건가라는 성 의원의 질문에 이 청장은 순수예술은 장기간 사람들한테 되새겨지고 이어질 수 있지만 대중예술은 그 때뿐인 것이 대부분이다.
5115,성 의원은 (병무청장은) 굉장히 공정해야 한다면서 지금 이야기하시는 게 논리적인 함정이 많다.
5116,한편 이 청장은 앞서 오전 국정감사에서는 우리 병역환경이 감소하고 있는 상황이고 병역 의무 이행은 제일 중요한 게 공정성이다.
5117,형평성 차원에서 본다면 방탄소년단(BTS)도 군 복무를 하는 것이 바람직하다고 밝혔다．
5118,OSEN김수형 기자 ‘차린 건 쥐뿔도 없지만에서 진이 절뚝거리는 발로 등장해 팬들을 깜짝 놀라게 했다.
5119,그는 “슈퍼스타 진이다며 너스레를 떨며 등장이영지가 절하자 맞절로 인사해 폭소하게 했다.
5120,특히 다리를 절뚝 거리며 등장한 진은 “며칠 전 조깅해서 절뚝 거린다며 깜짝 놀랄 근황을 전하기도.
5121,영지는 “저는 동네친구같다며 분위기를 풀면서 “오늘 보니 편안한 느낌이라고 했고 진은 “제가 편하게 생겼다 화려하고 수려하다 말에 적극 수용하는 스타일이라며 남다른 입담을 뽐냈다.
5122,진이 밴드 콜드플레이와 협업한다는 내용과 관련해서는 “구체적인 일시 협업 등에 대해서는 추후 공개할 예정이라고 전했다.
5123,BTS는 이 부문과 함께 페이버릿 팝 듀오·그룹(Favorite Pop Duo or Group)에도 후보로 이름을 올렸습니다.
5124,BTS는 팝 듀오·그룹상을 놓고 콜드플레이 이매진 드래곤스 모네스킨 원리퍼블릭과 겨룬다.
5125,재판매 및 DB 금지 (부산연합뉴스) 이태수 기자 그날을 향해 숨이 벅차게 너와 나 최고의 순간은 아직 오지 않았어(Best moment is yet to come).
5126,전 세계를 누비며 박수와 환호를 누려왔을 일곱 명의 월드스타는 고국 무대에서만큼은 유달리 들떠 보였다.
5127,방탄소년단은 오늘은 여러분과 함께 하는 축제라며 이 자리에서 춤추고 뛰어놀면 그만인 아주 좋은 콘서트다.
5128,무대는 거대한 방탄소년단 로고 조형물 아래 그간 발표한 타이틀곡 뮤직비디오에 나온 소품들을 배치해 아늑함이 느껴지도록 꾸몄다.
5129,무대를 빙 둘러싼 스타디움 객석에서는 보랏빛 응원봉이 은하수처럼 반짝였고 객석과 무대 사이는 정사각형 모양의 스탠딩석을 빼곡하게 채웠다.
5130,방탄소년단이 전광판을 가르고 라이브 밴드와 함께 등장하자 장내는 떠나갈 듯한 함성으로 가득 찼다.
5131,팬들은 조금이라도 멤버들을 가까이서 보고자 몸을 앞으로 죽 빼거나 감격에 겨워 손을 입으로 틀어막기도 했다.
5132,재판매 및 DB 금지 방탄소년단은 폭풍처럼 휘몰아치는 랩이 돋보이는 마이크 드롭(MIC Drop)으로 포문을 연 뒤 달려라 방탄 런(RUN)까지 쉬지 않고 내달렸다.
5133,레이저 불빛이 장내를 요란하게 가로 세로로 휘젓는 가운데 정국과 뷔는 마치 오늘 이 무대가 마지막인 것처럼 몸이 부서지도록 손끝과 발끝까지 힘을 팍팍 주며 춤을 췄다.
5134,특히 멤버 가운데 부산이 고향인 지민과 정국은 이날 공연이 남다르게 다가온 듯했다.
5135,지민은 여러분을 고향으로 모실 수 있어 설렌다고 감격스러워했고 정국은 부산에서 이렇게 많은 아미와 함께하니 너무나 행복하다고 연방 미소를 지었다.
5136,방탄소년단은 지난해부터 이어 온 퍼미션 투 댄스 온 스테이지(Permission To Dance On Stage)와는 완전히 달라진 세트리스트로 팬들을 기쁘게 했다.
5137,재판매 및 DB 금지 방탄소년단은 다이너마이트를 비롯해 작은 것들을 위한 시 버터 쩔어 불타오르네 아이돌(IDOL) 등을 잇따라 들려주며 공연 분위기를 최고로 고조시켰다.
5138,다이너마이트 무대 뒤에는 도시를 밝히겠다는 노래 가사처럼 화려한 불꽃놀이가 부산 하늘을 수놓기도 했다.
5139,방탄소년단은 그러나 곧이어 분위기를 한층 가라앉히고 그간 월드스타로서 겪었을 무게와 가슴 먹먹함을 노래로 풀어냈다.
5140,이들은 영 포에버(Young Forever)에서 막이 내리고 나는 숨이 차 복잡해진 마음 숨을 내쉰다 오늘 뭐 실수는 없었나라고 토로하다가도 이어지는 포 유스(For Youth)를 통해 내 남은 삶 동안 너와 함께 하겠다(Ill be with you For the rest of my life)고 진심 어린 사랑을 고백했다.
5141,이날 공연은 팬들을 그리워하는 가슴 먹먹한 메시지가 돋보이는 봄날과 프루프 타이틀곡 옛 투 컴을 앙코르로 막을 내렸다.
5142,공연이 열린 부산아시아드주경기장 주변은 구름 같은 인파로 일찌감치 북적였다.
5143,주경기장 외벽은 거대한 방탄소년단 멤버들의 현수막으로 둘렀고 하늘에는 멤버 사진이 커다랗게 박힌 애드벌룬이 띄워져 축제 분위기를 냈다.
5144,팬들은 저마다 방탄소년단을 상징하는 보라색 마스크 가방 티셔츠 등으로 정체성을 드러낸 채 티켓을 교환하는 긴 줄에 섰다.
5145,어떤 팬은 머리부터 발끝까지 보라 의상으로 도배하는가 하면 머리까지 보랏빛으로 염색한 이도 있었다.
5146,이에 티켓에 당첨되지 않았는데도 일단 한국행 비행기에 몸을 실은 글로벌 아미도 적지 않았다.
5147,필리핀에서 온 친구 사이라는 두 팬은 티켓은 구하지 못했지만 방탄소년단의 진짜 목소리를 듣고 싶어서 라이브 플레이(LIVE PLAY) 대신 여기로 왔다며 즐거워했다.
5148,멤버들이 처음 무대에 등장한 순간 소리 지르는 것을 꼭 해보고 싶었다며 오늘 공연은 장소가 (잠실주경기장과 비교해 상대적으로) 작다 보니 더 가까이에서 방탄소년단을 볼 수 있었다고 소감을 밝혔다.
5149,사진｜빅히트 뮤직다이너마이트가 무대 위에 펼쳐지자 까만 하늘 위엔 진짜 불꽃이 터졌다.
5150,피땀눈물과 함께 불타오른 그들은 밤하늘을 수놓은 불꽃보다 더 강렬하게 타올랐다.
5151,공연 시작과 함께 어스름해진 부산의 저녁 하늘을 수놓은 불꽃과 함께 등장한 방탄소년단은 마이크 드롭 달려라 방탄 런으로 오프닝을 화끈하게 열였다.
5152,이 자리에서 같이 춤추고 뛰어놀고 불러주시면 그걸로 그만인 콘서트라며 날씨가 쌀쌀해지고 있는데 서늘한 공기를 제대로 뜨겁게 만들어봐야겠죠라고 분위기를 달궜다.
5153,보컬 멤버들의 실력은 한층 농익었고 랩 멤버들의 카리스마는 마치 칼을 간 듯 날카로웠다.
5154,방탄소년단 특유의 전매특허 라이브 퍼포먼스는 큰 무대에서 더욱 빛을 발했다.
5155,무대를 마친 귀 정국은 무대가 진행될수록 열기가 더욱 뜨거워지는 것 같다고 밝혔으며 제이홉은 여러분의 함성과 응원을 들으니 우리 에너지를 주체할 수 없다고 말해 뜨거운 환호를 받았다.
5156,부산에 왔는데 이 노래를 안 부를 수 없다며 시작된 마 시티에 이어 쩔어 불타오르네를 지나 아이돌로 레퍼토리가 이어지면서 공연은 절정으로 향했다.
5157,방탄소년단의 에너지 넘치는 퍼포먼스는 형형색색의 조명에도 그 자체로 빛났다.
5158,공연을 마무리하며 제이홉은 우리만큼이나 여러분도 즐거워해주시는 걸 보니 춤추고 노래할 수 있다는 게 세상 감사하게 느껴진다고 말했다.
5159,정국은 오랜만에 공연하는 거라 시간이 별로 없긴 했지만 열심히 신경을 많이 썼다.
